timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
255151,26.54,0.825806,0.043335,-0.660767,-10.009766,41.870117,-12.023926,1.058511,44.697616
255171,46.92,0.835693,-0.013916,-0.778442,-3.845215,31.311035,-12.390137,1.142169,33.892213
255192,62.73,0.831055,-0.047974,-0.776978,0.244141,13.183594,-12.390137,1.138704,18.093707
255211,80.11,0.844727,-0.052124,-0.703125,-1.098633,4.821777,-13.122559,1.100302,14.023483
255231,104.90,0.838989,-0.057617,-0.613281,-1.342773,0.183105,-14.282227,1.040835,14.346378
255251,126.84,0.834229,-0.077637,-0.514893,16.052246,-0.427246,-16.723633,0.983402,23.184845
255272,141.66,0.817505,-0.176880,-0.435425,32.592773,2.746582,-17.944336,0.942972,37.307262
255291,165.23,0.831055,-0.286011,-0.382812,39.428711,6.469727,-19.042969,0.958645,44.261894
255311,185.03,0.864380,-0.362549,-0.390747,13.671875,15.563965,-18.615723,1.015518,27.851433
255331,206.14,0.859009,-0.344482,-0.416992,-10.375977,22.033691,-17.211914,1.015109,29.822717
255352,222.03,0.869385,-0.297485,-0.491699,-16.845703,26.306152,-12.817383,1.042159,33.765021
255371,245.02,0.869019,-0.316528,-0.553711,-3.540039,26.489258,-9.582520,1.077951,28.390797
255391,265.23,0.851562,-0.370972,-0.618286,-2.319336,23.254395,-5.126953,1.115821,23.925548
255411,285.27,0.826782,-0.455566,-0.702515,-16.235352,19.897461,-2.929688,1.176706,25.847218
255432,304.85,0.939331,-0.464600,-0.676880,-38.818359,17.028809,15.014648,1.247542,44.969823
255451,325.18,0.919800,-0.291992,-0.709473,-37.292480,11.596680,3.173828,1.197766,39.182716
255471,345.06,0.966797,-0.419189,-0.661377,24.963379,9.582520,2.380371,1.244120,26.845132
255491,364.24,1.106323,-0.529907,-0.882324,28.869629,7.629395,-2.258301,1.511042,29.946002
255512,385.10,1.025879,-0.232178,-0.875122,-36.437988,6.103516,3.356934,1.368274,37.097829
255531,404.74,1.253784,-0.480957,-0.968384,-16.479492,0.305176,10.620117,1.655615,19.607491
255551,427.33,1.217896,-0.528320,-1.348755,97.656250,-4.943848,8.911133,1.892493,98.186522
255571,447.03,1.184448,-0.803711,-1.697510,84.716797,-17.028809,13.000488,2.220452,87.383801
255592,465.23,1.134399,-0.863403,-2.066406,8.911133,-47.912598,28.137207,2.510451,56.273686
255611,485.14,1.063599,-0.788818,-2.134033,7.507324,-82.214355,45.898438,2.511488,94.457539
255631,506.04,1.028442,-0.723633,-2.121216,77.270508,-138.671875,72.692871,2.465947,174.599180
255651,525.92,0.800293,-0.556885,-1.737671,85.510254,-174.926758,84.838867,1.992508,212.388812
255672,546.32,0.631958,-0.372070,-1.351685,95.092773,-206.481934,93.200684,1.537810,245.690439
255691,566.22,0.344971,0.015137,-0.678223,125.366211,-240.295410,92.712402,0.761065,286.450974
255711,585.69,0.286133,0.134033,-0.282837,147.888184,-253.784180,81.848145,0.424068,304.920389
255731,601.64,0.190552,0.251709,0.064209,146.545410,-256.286621,51.208496,0.322165,299.634276
255752,625.10,0.118408,0.334473,0.517090,101.867676,-252.075195,33.386230,0.627116,273.922558
255771,645.03,0.188599,0.485596,0.818970,49.987793,-238.342285,19.226074,0.970610,244.285624
255791,664.97,0.229004,0.508301,1.000244,50.415039,-216.735840,5.676270,1.145120,222.594520
