timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
38597,18.09,0.080444,-0.215454,-0.187012,6.103516,-24.475098,11.352539,0.296421,27.661588
38617,45.90,0.054932,-0.388428,-0.628296,20.446777,-13.854980,9.216309,0.740709,26.362313
38637,65.60,0.071777,-0.696655,-1.403320,59.814453,-36.804199,15.441895,1.568371,71.908066
38657,79.68,0.173584,-0.844360,-1.642212,59.204102,-71.838379,26.245117,1.854706,96.719618
38677,95.56,0.082764,-0.620117,-1.344971,5.737305,-125.000000,45.043945,1.483355,132.992006
38697,123.17,0.049072,-0.348755,-0.922852,-0.976562,-151.245117,56.762695,0.987772,161.548886
38717,143.16,-0.036987,-0.100830,-0.454834,32.531738,-168.518066,69.580078,0.467342,185.197300
38737,159.01,0.095459,0.200684,0.185181,62.561035,-165.344238,69.946289,0.289272,190.118604
38757,181.50,0.205444,0.352783,0.527466,65.063477,-150.268555,62.377930,0.666996,175.228139
38777,191.21,0.386841,0.545654,1.029907,50.415039,-110.412598,42.114258,1.228045,128.476568
38797,222.78,0.490112,0.589844,1.328369,49.011230,-73.242188,26.733398,1.533848,92.093395
38817,238.75,0.590942,0.634033,1.558472,30.883789,2.258301,0.427246,1.783268,30.969193
38837,254.53,0.562500,0.576660,1.383789,14.465332,60.668945,-19.775391,1.601192,65.429602
38857,286.41,0.612305,0.465210,0.966919,16.967773,118.347168,-45.349121,1.235423,127.869075
38877,302.20,0.566284,-0.224121,-0.452759,-11.535645,185.791016,-75.134277,0.758880,200.739962
38897,318.54,-0.086548,-0.471924,-1.398315,-85.754395,186.645508,-80.017090,1.478340,220.438419
38917,336.03,0.493896,-0.998901,-2.679321,-23.742676,92.041016,-50.109863,2.901810,107.453532
38937,365.83,0.697510,-1.078369,-2.580811,-28.991699,27.770996,-19.226074,2.882704,44.512793
38957,381.63,0.665039,-0.856689,-2.155762,-19.348145,-33.569336,20.080566,2.413193,43.640350
38977,397.39,0.536133,-0.327271,-1.004761,-1.708984,-91.918945,34.240723,1.184942,98.104231
38997,418.80,0.549561,-0.051880,-0.239380,22.094727,-103.881836,39.794922,0.601674,113.416262
39017,445.06,0.699097,0.250000,0.635010,39.672852,-81.481934,35.339355,0.976972,97.273381
39037,466.40,0.800537,0.412476,0.994751,28.930664,-43.334961,25.329590,1.341837,57.935225
39057,478.16,0.900146,0.498291,1.022217,25.024414,32.470703,-0.061035,1.450340,40.994775
39077,492.07,0.838257,0.216064,0.442505,10.681152,81.604004,-19.897461,0.972198,84.671184
39097,523.47,0.739868,-0.023560,-0.399048,-24.047852,111.572266,-34.301758,0.840951,119.177516
39117,539.44,0.629028,-0.416016,-1.619385,-53.771973,96.130371,-38.757324,1.786380,116.767305
39137,558.93,0.742920,-0.696167,-2.083984,-16.723633,51.269531,-27.343750,2.319390,60.464249
39157,571.30,0.769897,-0.795288,-2.083618,-7.629395,-20.690918,1.892090,2.359383,22.133724
39177,605.53,0.703491,-0.538208,-1.457153,-9.948730,-59.753418,17.639160,1.705246,63.091903
39197,618.82,0.640137,-0.284180,-0.863403,-4.577637,-83.374023,27.709961,1.111755,87.977409
39217,634.96,0.699585,0.006470,-0.050659,14.770508,-88.073730,28.564453,0.701447,93.760748
39237,664.65,0.771973,0.168579,0.390381,15.441895,-72.631836,23.437500,0.881339,77.866245
39257,682.43,0.826416,0.359253,0.771118,5.004883,-28.503418,8.239746,1.186022,30.089651
39277,698.45,0.873901,0.331421,0.811035,3.601074,8.850098,-4.089355,1.237466,10.393017
39297,718.79,0.893921,0.172485,0.583008,8.056641,67.810059,-26.550293,1.081085,73.266852
39317,746.24,0.749512,-0.150146,-0.106934,-25.146484,93.505859,-35.766602,0.771846,103.222775
39337,762.24,0.648315,-0.329224,-0.660767,-55.297852,101.196289,-39.978027,0.982504,122.052382
39357,778.29,0.631226,-0.528320,-1.292480,-46.997070,76.538086,-30.456543,1.532343,94.838833
39377,794.10,0.717041,-0.617798,-1.411133,-2.807617,47.973633,-17.028809,1.699152,50.983649
39397,826.08,0.760742,-0.615723,-1.298828,16.479492,9.765625,1.892090,1.626283,19.248925
39417,841.96,0.753174,-0.446167,-0.951050,8.239746,-6.530762,9.399414,1.292606,14.102952
39437,857.76,0.749634,-0.277466,-0.697876,3.540039,-14.770508,12.145996,1.061117,19.448008
39457,873.48,0.793213,-0.152466,-0.418701,8.728027,-12.878418,10.314941,0.909804,18.666283
39477,905.54,0.809448,-0.115845,-0.332031,6.225586,-4.333496,6.225586,0.882537,9.813003
39497,921.25,0.788086,-0.096069,-0.314087,-0.122070,10.131836,-0.122070,0.853791,10.133307
39517,937.06,0.770996,-0.102905,-0.402344,-0.366211,18.310547,-3.051758,0.875731,18.566730
39537,953.19,0.760864,-0.130249,-0.487061,-2.685547,23.803711,-6.347656,0.912747,24.781476
39557,984.60,0.738281,-0.167114,-0.618042,-5.371094,24.841309,-7.568359,0.977222,26.518283
39577,1000.69,0.736084,-0.199829,-0.687988,-7.080078,22.583008,-8.789062,1.027170,25.246136
39597,1019.10,0.740845,-0.242065,-0.736572,-7.812500,16.296387,-9.033203,1.072374,20.204112
39617,1032.13,0.744629,-0.272461,-0.720825,-4.516602,12.390137,-8.239746,1.071586,15.550196
39637,1063.90,0.744385,-0.281250,-0.704834,-5.737305,8.361816,-5.615234,1.063015,11.591699
39657,1081.83,0.742676,-0.246216,-0.660278,-6.408691,7.080078,-3.967285,1.023795,10.341092
39677,1105.96,0.750488,-0.223755,-0.625122,-1.892090,6.164551,-4.028320,1.002036,7.603227
39697,1119.27,0.744751,-0.223755,-0.570435,3.662109,6.713867,-5.310059,0.964425,9.310412
39717,1143.07,0.755371,-0.239868,-0.545532,2.258301,7.690430,-6.652832,0.962147,10.416468
39737,1162.33,0.767212,-0.276489,-0.560059,-6.774902,10.192871,-8.911133,0.989306,15.139426
39757,1181.66,0.734619,-0.302002,-0.598267,-12.695312,10.070801,-8.666992,0.994381,18.376853
39777,1191.03,0.739746,-0.296387,-0.598877,-16.296387,9.521484,-7.995605,0.996857,20.497819
39797,1225.21,0.753174,-0.285278,-0.591309,-10.803223,8.789062,-6.469727,0.999150,15.356256
39817,1245.00,0.760742,-0.272339,-0.611328,-6.713867,8.911133,-5.187988,1.013222,12.304451
39837,1264.78,0.760254,-0.239746,-0.616699,0.122070,7.385254,-4.150391,1.007860,8.472462
39857,1270.73,0.756714,-0.261475,-0.602661,7.019043,5.737305,-5.187988,1.002090,10.445040
39877,1302.66,0.755737,-0.279907,-0.559814,4.333496,5.065918,-6.896973,0.981264,9.592234
