timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
29560,15.70,0.560669,-0.152222,1.212280,17.578125,-25.573730,9.765625,1.344301,32.532654
29580,41.44,0.694580,-0.002930,1.489380,22.338867,19.104004,7.080078,1.643381,30.234342
29600,54.00,0.739990,-0.014526,1.453003,37.048340,73.486328,3.112793,1.630648,82.355992
29620,82.51,0.670166,-0.002075,1.023193,11.779785,161.315918,-2.563477,1.223132,161.765757
29640,97.97,0.658936,0.094727,0.464111,1.037598,215.515137,-9.460449,0.811522,215.725174
29660,110.53,0.610718,0.038330,-0.412476,0.915527,258.544922,-19.592285,0.737958,259.287818
29680,142.02,0.135986,-0.178711,-2.090698,-59.326172,229.919434,-21.606445,2.102724,238.431078
29700,157.79,1.125122,-0.304810,-3.173950,-20.385742,145.202637,-19.409180,3.381238,147.905715
29720,182.72,1.068726,-0.289429,-3.009277,-33.142090,13.122559,1.586914,3.206508,35.680779
29740,189.29,0.912476,-0.176636,-2.340210,8.117676,-64.941406,13.732910,2.518014,66.872085
29760,221.12,0.724121,-0.117065,-0.755737,18.188477,-124.816895,21.545410,1.053183,127.962036
29780,242.55,0.643799,0.026489,0.146851,5.432129,-131.713867,20.019531,0.660866,133.337288
29800,260.12,0.710693,0.134277,0.843628,-1.525879,-113.098145,12.451172,1.111226,113.791697
29820,282.81,0.883301,0.252441,1.401123,-3.417969,-45.898438,6.042480,1.675438,46.420477
29840,302.27,0.924683,0.224854,1.301025,9.887695,12.145996,0.854492,1.611913,15.685085
29860,315.97,0.750244,0.033813,0.599487,44.372559,99.487305,-5.737305,0.960934,109.085125
29880,331.76,0.565308,-0.034180,-0.099854,7.629395,130.859375,-6.591797,0.575075,131.247230
29900,347.57,0.531860,-0.076294,-0.832764,-57.250977,125.122070,-8.728027,0.991056,137.874527
29920,382.78,0.676025,-0.036133,-1.607300,-46.325684,90.881348,-7.690430,1.744055,102.296779
29940,394.84,0.760376,-0.033569,-1.670044,-18.554688,47.729492,-2.014160,1.835305,51.248782
29960,410.59,0.769165,0.000000,-1.259888,16.601562,-6.958008,7.080078,1.476121,19.343042
29980,442.17,0.757080,0.051392,-0.851196,25.085449,-27.343750,9.460449,1.140327,38.294393
30000,457.93,0.762085,0.117676,-0.478149,20.141602,-31.982422,7.568359,0.907330,38.546589
30020,482.85,0.852295,0.156250,-0.138184,21.362305,-21.362305,3.112793,0.877448,30.370802
30040,489.42,0.911011,0.122314,-0.070190,20.629883,-5.432129,-2.258301,0.921861,21.452273
30060,520.91,0.889526,0.063599,-0.136353,1.708984,18.066406,-9.277344,0.902161,20.380990
30080,536.68,0.883301,0.029785,-0.253540,-12.207031,29.785156,-12.695312,0.919451,34.602574
30100,552.45,0.871460,-0.030762,-0.431030,-14.465332,38.391113,-13.183594,0.972716,43.092117
30120,582.86,0.861816,-0.080078,-0.532593,-7.873535,37.231445,-10.803223,1.016265,39.558598
30140,600.17,0.891357,-0.118164,-0.593140,-3.479004,32.531738,-4.577637,1.077170,33.035923
30160,615.91,0.892212,-0.109497,-0.635864,-4.455566,28.686523,-1.220703,1.101070,29.056132
30180,631.67,0.891357,-0.099243,-0.641357,0.000000,25.268555,1.342773,1.102591,25.304207
30200,647.39,0.899536,-0.092896,-0.644897,3.540039,20.935059,3.784180,1.110715,21.566840
30220,678.94,0.921875,-0.061646,-0.629761,-1.159668,18.920898,5.432129,1.118147,19.719362
30240,694.64,0.920532,-0.024170,-0.628296,0.915527,15.625000,5.798340,1.114773,16.691302
30260,710.39,0.905640,-0.050293,-0.625732,9.338379,13.122559,5.187988,1.101932,16.921055
30280,741.88,0.914551,-0.125000,-0.627197,8.300781,11.108398,6.408691,1.115977,15.276479
30300,757.63,0.914185,-0.156250,-0.606445,-8.361816,9.094238,7.141113,1.108117,14.269571
30320,773.37,0.925537,-0.160889,-0.610107,-22.949219,8.544922,8.544922,1.120150,25.936423
30340,789.52,0.975220,-0.160767,-0.633789,-48.095703,8.728027,12.023926,1.174133,50.338354
30360,822.04,0.989502,-0.083984,-0.644653,-52.856445,7.080078,13.854980,1.183953,55.098927
30380,841.97,0.995972,0.056641,-0.619019,-31.127930,4.089355,12.695312,1.174032,33.865053
30400,852.77,0.928223,0.016113,-0.621826,35.766602,-0.854492,8.911133,1.117374,36.869882
30420,868.55,0.996094,-0.054565,-0.654663,53.222656,-1.586914,6.042480,1.193216,53.588068
30440,900.83,1.041382,-0.108765,-0.831177,27.587891,0.854492,2.624512,1.336847,27.725619
30460,916.54,1.038208,-0.092285,-0.936035,5.737305,2.075195,4.699707,1.400912,7.701321
30480,932.31,1.057739,-0.002686,-1.077515,19.287109,-3.417969,11.901855,1.509920,22.920062
30500,948.04,1.082397,-0.046143,-1.509521,72.082520,-11.047363,14.099121,1.858055,74.274619
30520,979.51,0.933228,-0.145874,-1.754150,92.956543,-30.517578,16.113281,1.992294,99.155833
