timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
198960,17.61,0.152588,-1.057007,-0.203979,4.638672,13.977051,6.408691,1.087269,16.060715
198980,41.98,0.157593,-1.003784,-0.239990,7.080078,14.404297,8.483887,1.044037,18.154548
199000,61.59,0.165283,-0.992432,-0.250977,8.239746,13.793945,10.009766,1.036932,18.930445
199020,82.11,0.173706,-0.945312,-0.249268,6.896973,11.657715,10.437012,0.992937,17.099759
199040,95.07,0.185791,-0.914307,-0.234009,4.638672,9.643555,9.521484,0.961891,14.323899
199060,123.03,0.192505,-0.910645,-0.207031,-1.342773,7.324219,6.347656,0.953516,9.784680
199080,142.08,0.196777,-0.899292,-0.187012,-9.704590,6.958008,4.089355,0.939373,12.622035
199100,162.14,0.193848,-0.897705,-0.171997,-10.375977,7.629395,0.000000,0.934363,12.878996
199120,179.60,0.180176,-0.950195,-0.162720,-4.394531,8.972168,-1.098633,0.980720,10.050806
199140,195.35,0.187500,-1.002808,-0.173828,-0.671387,9.948730,-0.854492,1.034889,10.007905
199160,221.59,0.196411,-1.037842,-0.195190,-5.981445,12.268066,1.586914,1.074147,13.740504
199180,241.06,0.182007,-1.031128,-0.221680,-4.821777,12.939453,4.333496,1.070277,14.472670
199200,259.36,0.188110,-1.024536,-0.243896,5.371094,13.000488,7.873535,1.069834,16.119984
199220,282.82,0.189087,-0.996948,-0.274414,8.300781,12.268066,9.643555,1.051172,17.675027
199240,300.21,0.186279,-0.958374,-0.289673,10.009766,11.108398,10.803223,1.018377,18.447264
199260,317.68,0.191895,-0.924805,-0.300049,11.962891,8.605957,9.948730,0.991018,17.780621
199280,341.36,0.196655,-0.917358,-0.309082,5.981445,6.530762,8.728027,0.987801,12.434106
199300,361.33,0.202148,-0.894409,-0.296265,0.000000,3.234863,5.676270,0.963641,6.533328
199320,378.91,0.192383,-0.894897,-0.293701,0.366211,1.220703,4.333496,0.961308,4.517014
199340,400.79,0.192261,-0.891724,-0.283569,-0.244141,-0.488281,3.356934,0.955273,3.401033
199360,421.23,0.199951,-0.871094,-0.242798,1.647949,-2.075195,2.441406,0.926140,3.603143
199380,441.36,0.186890,-0.853394,-0.208252,3.662109,-2.197266,1.037598,0.898096,4.394955
199400,461.32,0.187866,-0.798584,-0.165527,1.220703,-0.854492,-2.197266,0.836917,2.654854
199420,473.08,0.177856,-0.787354,-0.140381,1.831055,1.098633,-5.920410,0.819308,6.293728
199440,491.87,0.168457,-0.799438,-0.134644,1.281738,5.187988,-12.451172,0.828015,13.549530
199460,520.54,0.157227,-0.882202,-0.132568,0.305176,8.544922,-15.319824,0.905856,17.544396
199480,536.47,0.151611,-0.955933,-0.160034,-0.122070,11.596680,-18.066406,0.981022,21.468417
199500,552.32,0.171387,-1.102417,-0.249878,-4.699707,15.136719,-15.747070,1.143300,22.342286
199520,574.07,0.168579,-1.171875,-0.334717,-2.929688,14.953613,-11.413574,1.230344,19.038469
199540,599.94,0.193481,-1.229248,-0.424072,13.000488,11.779785,-1.342773,1.314657,17.594859
199560,616.06,0.274414,-1.413818,-0.649048,24.536133,6.347656,5.310059,1.579699,25.894232
199580,631.97,0.276367,-1.609497,-0.806274,33.203125,-3.540039,30.822754,1.821246,45.442508
199600,647.89,0.292725,-1.834229,-1.002319,16.235352,-28.076172,37.109375,2.110622,49.284519
199620,679.49,0.270508,-1.806641,-0.989746,-0.122070,-48.156738,55.603027,2.077672,73.558025
199640,695.54,0.298096,-1.747437,-0.779663,18.859863,-74.645996,81.970215,1.936561,112.458149
199660,714.65,0.248413,-1.636108,-0.647583,23.803711,-86.975098,94.665527,1.777055,130.739613
199680,742.59,0.247070,-1.506592,-0.520752,14.160156,-98.388672,113.769531,1.613086,151.077288
199700,761.88,0.224121,-1.273315,-0.151001,36.682129,-103.088379,122.802734,1.301677,164.478886
199720,778.73,0.263916,-1.243408,0.078735,69.458008,-104.797363,128.601074,1.273544,179.847542
199740,791.81,0.218384,-1.126465,0.316895,57.495117,-102.233887,137.817383,1.190393,180.972614
199760,821.70,0.059326,-0.844360,0.462891,28.503418,-100.952148,140.625000,0.964744,175.439938
199780,837.32,-0.077515,-0.713379,0.721924,71.289062,-106.750488,139.038086,1.017886,189.233682
199800,857.31,-0.369141,-0.986450,1.545776,94.787598,-116.760254,130.187988,1.870501,198.913443
199820,880.23,-1.014160,-0.506470,2.027954,-14.526367,-113.464355,127.380371,2.323280,171.204364
199840,900.93,-1.593872,2.314209,3.911743,-201.293945,-43.212891,143.676758,4.816402,251.057000
