timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
207131,31.14,0.265259,-0.928101,-0.212646,-1.098633,-1.037598,-5.981445,0.988409,6.169383
207151,52.87,0.264160,-0.992798,-0.187988,-5.432129,-0.488281,-5.554199,1.044398,7.784316
207171,62.57,0.261597,-1.002197,-0.179199,-5.126953,0.366211,-2.807617,1.051163,5.856831
207191,89.95,0.264648,-0.984619,-0.174805,3.295898,1.953125,-0.976562,1.034442,3.953646
207211,112.33,0.272339,-0.968140,-0.160889,9.948730,3.356934,1.281738,1.018503,10.577764
207231,132.12,0.269531,-0.894409,-0.140625,13.061523,5.615234,2.563477,0.944664,14.446649
207251,142.21,0.272949,-0.821167,-0.111938,11.779785,7.568359,1.281738,0.872552,14.060094
207271,171.11,0.275391,-0.752686,-0.069580,4.455566,12.329102,-3.845215,0.804498,13.661790
207291,192.96,0.303467,-0.668579,-0.039429,-1.281738,17.089844,-10.559082,0.735285,20.129576
207311,206.98,0.317261,-0.659668,-0.032227,1.953125,23.803711,-20.935059,0.732704,31.760164
207331,226.67,0.379272,-1.000977,-0.150757,18.493652,34.118652,-34.118652,1.080985,51.673785
207351,252.64,0.418213,-1.358521,-0.340576,12.390137,39.306641,-38.513184,1.461668,56.407382
207371,268.64,0.445190,-1.797363,-0.590576,-6.652832,35.095215,-24.169922,1.943576,43.129102
207391,284.38,0.582275,-2.459961,-1.154297,-0.793457,22.888184,-2.197266,2.779002,23.007097
207411,309.53,0.409058,-2.681152,-1.340088,18.005371,2.258301,36.499023,3.025185,40.761158
207431,331.91,0.387085,-2.569702,-1.427002,47.241211,-46.081543,104.125977,2.964716,123.277977
207451,352.83,0.273438,-2.098755,-1.231812,16.479492,-76.843262,139.526367,2.448857,160.137652
207471,365.61,0.143921,-1.238159,-0.774536,-3.173828,-111.267090,166.442871,1.467535,200.234033
207491,379.26,0.086426,-0.823975,-0.462402,8.117676,-124.084473,168.945312,0.948799,209.774573
207511,410.65,0.073486,-0.563599,-0.210571,31.982422,-133.239746,157.226562,0.606122,208.556700
207531,426.61,0.088623,-0.494995,0.036377,47.180176,-135.925293,145.446777,0.504180,204.588414
207551,442.46,0.114014,-0.600952,0.065308,24.230957,-138.427734,132.202148,0.615149,192.942440
207571,458.27,-0.075806,-0.604248,0.348267,-19.226074,-139.648438,125.732422,0.701535,188.891424
207591,489.98,-0.221313,-0.542358,0.557861,-3.967285,-141.784668,127.441406,0.808914,190.682835
207611,509.97,-0.406982,-0.511719,0.751831,15.808105,-142.578125,126.281738,0.996364,191.116444
207631,521.78,-0.970215,-0.417603,1.643188,-15.563965,-145.324707,120.544434,1.953401,189.453076
207651,541.48,-1.545044,0.106323,2.848999,-88.012695,-135.864258,116.882324,3.242724,199.666744
207671,571.74,-1.784180,3.232788,3.999512,-223.022461,-23.010254,91.369629,5.443373,242.109271
207691,590.21,-2.134521,3.999512,3.999512,-188.354492,166.748047,14.770508,6.045525,251.993043
207711,601.01,-3.637451,3.999512,3.999512,-118.835449,451.843262,-289.001465,6.724823,549.368769
207731,632.65,-3.999512,3.984375,-3.999512,-164.367676,515.625000,-604.797363,6.918629,811.582235
207751,648.53,-3.999512,1.280151,2.695679,-450.073242,470.947266,-886.352539,4.990147,1099.990034
207771,664.20,-3.999512,-3.999512,-1.185913,-377.685547,147.216797,-1044.555664,5.779150,1120.453343
207791,680.33,-3.999512,-3.999512,-1.219360,131.469727,89.782715,-680.664062,5.786106,699.034184
207811,711.73,-1.029541,-3.999512,-0.968384,96.557617,135.620117,-151.672363,4.241912,225.212556
207831,727.55,-0.763428,-3.999512,-1.332153,110.473633,126.586914,24.108887,4.284104,169.734819
