timestamp_ms,pc_elapsed_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,accel_mag_g,gyro_mag_dps
29519,16.06,1.380615,-0.294067,-1.947144,92.346191,-37.414551,22.888184,2.404983,102.232757
29539,38.09,1.249390,-0.440308,-2.220459,91.430664,-66.650391,28.991699,2.585591,116.800512
29559,63.63,1.222046,-0.409912,-2.224731,62.316895,-106.811523,40.405273,2.571158,130.094900
29579,79.47,1.045776,-0.231445,-1.960815,89.843750,-169.250488,54.626465,2.234281,199.252799
29599,95.28,0.842773,-0.191406,-1.657227,136.047363,-208.251953,56.701660,1.869038,255.132984
29619,111.24,0.649658,-0.177124,-1.297363,152.893066,-255.798340,50.231934,1.461705,302.212388
29639,143.21,0.402100,-0.078247,-0.662476,135.620117,-275.451660,42.907715,0.778897,310.012105
29659,159.11,0.244385,0.020264,-0.257812,126.159668,-284.729004,34.912109,0.355811,313.377923
29679,174.92,0.093018,0.076416,0.185059,146.423340,-288.330078,18.493652,0.220768,323.907461
29699,206.70,0.154419,-0.028687,0.390503,160.278320,-285.217285,3.784180,0.420905,327.188569
29719,222.64,-0.019043,-0.120361,0.430664,138.854980,-270.996094,-14.892578,0.447572,304.862883
29739,238.30,0.134277,-0.136719,0.494141,96.557617,-252.868652,-21.179199,0.529998,271.504120
29759,254.19,0.081909,-0.252441,0.411255,30.822754,-220.458984,-25.268555,0.489455,224.032823
29779,286.21,0.374512,-0.228638,0.192749,15.991211,-197.509766,-27.343750,0.479256,200.033765
29799,301.92,0.189087,-0.231323,0.045898,11.535645,-179.321289,-28.991699,0.302276,182.015698
29819,317.99,-0.158691,-0.179688,0.302124,17.517090,-172.241211,-30.334473,0.385681,175.767071
29839,338.58,-0.098511,-0.205444,0.495117,45.715332,-184.448242,-29.174805,0.545025,192.255598
29859,365.76,-0.152588,-0.313110,0.302368,36.621094,-206.970215,-30.029297,0.461246,212.319413
29879,381.54,-0.249756,-0.223633,0.340210,-12.512207,-210.815430,-32.287598,0.477632,213.640328
29899,397.44,-0.333374,-0.305298,0.442993,-46.203613,-209.533691,-32.043457,0.632920,216.946825
29919,413.51,-0.373535,-0.220337,0.732788,-22.033691,-210.937500,-31.311035,0.851502,214.383986
29939,445.00,-0.443481,-0.280151,0.778442,13.305664,-213.195801,-32.470703,0.938687,216.064427
29959,460.90,-0.519531,-0.251343,0.876221,31.616211,-212.219238,-35.339355,1.049213,217.452201
29979,476.64,-0.630981,-0.318481,0.977783,23.071289,-206.848145,-38.757324,1.206494,211.708690
29999,492.35,-0.754761,-0.302002,1.153687,19.287109,-201.354980,-47.180176,1.411333,207.706018
30019,523.86,-1.337769,-0.385376,1.404419,30.944824,-193.847656,-53.833008,1.977506,203.549720
30039,539.00,-1.934204,-0.383301,1.796265,28.442383,-179.809570,-60.363770,2.667327,191.792167
30059,554.72,-3.999512,-0.402710,3.917480,-8.483887,-143.371582,-66.467285,5.612925,158.257028
30079,586.29,-3.999512,-0.283813,3.999512,-36.560059,-88.867188,-63.659668,5.663280,115.267377
30099,602.09,-3.999512,-0.688110,3.999512,49.255371,250.793457,-27.404785,5.697867,257.049551
30119,617.87,-3.999512,0.052002,3.999512,-56.457520,698.669434,51.269531,5.656403,702.819318
